Label, LeftEyebrow, RightEyebrow, LeftLip, RightLip, LipWidth, LipHeight
Disgust,6.239331,5.994853,4.856477,5.08079,3.45983505249023,1.2688752412796
Disgust,6.842665,6.805863,5.298739,5.627372,4.31110620498657,1.31397080421448
Disgust,5.453924,6.006555,4.628151,4.369494,3.02177882194519,1.34988677501678
Disgust,8.492388,6.891109,6.218044,5.639052,5.18077850341797,1.56070423126221
Disgust,6.653924,6.826816,6.158058,6.509393,5.18848276138306,1.7972446680069
Disgust,5.214653,5.353864,6.966254,5.957064,5.46903514862061,2.17350816726685
Disgust,6.233912,6.109596,5.415339,5.149028,4.00154304504395,1.55654728412628
Disgust,6.618339,6.387713,5.537816,5.278623,4.12048482894897,1.61206865310669
Disgust,5.416746,5.419268,6.15993,7.372472,5.77294731140137,2.6054675579071
Disgust,5.609179,5.343941,5.963294,6.24953,4.81164503097534,1.47619044780731
Disgust,5.750635,5.958962,4.958161,5.102471,3.45936608314514,1.13531243801117
Disgust,5.927234,5.644743,5.456336,5.376086,4.15412139892578,1.16383981704712
Disgust,7.209523,6.888236,6.201567,6.260365,5.27227878570557,2.44131112098694
Disgust,5.969727,5.87773,5.982954,5.054927,4.25525951385498,1.65473699569702
Disgust,5.607886,5.557828,4.340072,4.838618,3.2326352596283,0.48714616894722
Disgust,6.399214,6.315125,6.181647,5.564616,5.09583950042725,2.04744219779968
Disgust,5.347765,5.391194,6.578606,7.657794,5.89164972305298,2.35665988922119
Disgust,5.655425,5.608932,5.057477,6.146515,4.47252130508423,1.17590761184692
Disgust,5.491272,5.316131,5.12701,5.54408,3.70535230636597,1.54089260101318
Disgust,5.914474,5.501579,6.191216,6.323277,4.82675647735596,2.2360680103302
Disgust,8.245212,7.48288,4.868468,5.494294,3.99532151222229,1.24943876266479
Disgust,5.402424,5.125726,5.51077,5.291611,4.25,1.0012491941452
Disgust,6.111488,6.23187,5.017362,5.223686,3.8162841796875,1.54702699184418
Disgust,6.468942,6.521703,6.976626,6.605146,5.78968095779419,1.78714227676392
Disgust,5.485018,5.846909,5.201817,4.74646,3.52784657478333,1.713005900383
Disgust,5.761784,5.610758,5.624785,5.869514,4.3780779838562,1.77444314956665
Anger,5.4831,5.176594,4.55654,4.548066,3.43999433517456,0.776531636714935
Anger,4.783054,5.828532,4.502037,4.023079,2.89791774749756,0.676013946533203
Anger,5.677953,5.195619,4.632572,4.495573,3.2507848739624,0.643848419189453
Anger,6.043818,5.67471,4.198844,4.186669,2.77903866767883,0.779162466526031
Anger,6.182399,7.306047,5.138645,4.940977,4.16967725753784,0.822108328342438
Anger,6.537083,5.487667,4.35508,4.443345,3.04091596603394,0.913215339183807
Anger,6.03072,5.142078,4.794512,5.165046,3.50208377838135,0.954204320907593
Anger,5.492826,5.890018,5.573831,5.103754,3.52613496780396,1.33038020133972
Anger,5.582949,5.505935,5.156879,4.689112,3.98139238357544,1.04951667785645
Anger,5.308293,6.24299,4.98092,5.395997,4.0995888710022,1.05117666721344
Anger,4.716288,6.206157,4.636448,4.411761,2.85058641433716,0.952819585800171
Anger,5.993723,5.669166,4.229059,4.103276,2.77135562896729,0.637326896190643
Anger,7.147917,6.170832,5.531694,5.530736,4.32619380950928,1.26152276992798
Anger,5.951091,4.592307,6.340624,6.322439,4.65823078155518,1.72949421405792
Anger,5.863307,5.776126,5.449039,4.625346,3.7001805305481,1.44701862335205
Anger,6.457765,6.018937,6.841717,7.903721,6.31321001052856,2.06956243515015
Anger,4.962229,5.505358,5.095315,4.678749,3.72188925743103,0.819836020469666
Anger,6.626478,5.63397,4.385287,4.688483,3.2832567691803,1.14165270328522
Anger,6.347633,7.287018,4.18244,4.090588,2.82142853736877,1
Anger,6.287723,5.755717,3.735705,3.95149,2.46969532966614,0.618079662322998
Anger,5.475008,5.440516,9.236113,9.940941,8.55963325500488,2.90100693702698
Anger,5.748346,6.214178,4.357485,4.188162,2.91886639595032,0.44476643204689
Anger,5.962514,6.020427,4.896812,4.547726,3.90063238143921,0.856172680854797
Anger,5.798993,5.726687,4.9746,5.362908,3.60555124282837,1.64897477626801
Anger,6.010817,5.93842,5.261817,5.622353,3.80788660049438,1.80997741222382
Anger,5.670396,5.805298,4.79012,4.258825,3.01827955245972,1.29397356510162
Anger,6.47822,6.304699,4.823841,4.729084,3.56211733818054,0.826449573040009
Anger,5.686601,5.992049,5.606958,5.789661,4.65981197357178,1.16487038135529
Anger,5.594346,5.8826,5.941634,5.714359,4.41529273986816,2.06218218803406
Anger,6.0265,5.931906,8.072718,7.696875,7.27034187316895,2.70738792419434
Anger,5.556532,5.187655,4.830158,4.735351,3.08971095085144,1.35062825679779
Anger,5.727216,6.202066,4.612897,4.566706,2.91766691207886,1.11981856822968
Anger,5.708204,5.124859,5.860266,6.734125,4.77574014663696,1.98455572128296
Anger,5.748865,6.129114,7.2002,6.685091,5.92355442047119,1.99667870998383
Anger,6.707161,6.133608,4.226637,4.662311,3.11531257629395,0.831492245197296
Anger,5.931299,5.729381,4.624476,4.846263,3.0795464515686,1.04214465618134
Anger,5.870561,5.98018,4.928179,4.654401,3.47746467590332,0.908730924129486
Anger,5.517986,5.267124,4.924828,4.982982,3.16501665115356,1.58196067810059
Anger,6.78035,6.333055,4.93071,5.088488,3.61776661872864,1.33182418346405
Anger,6.122046,5.743641,4.765277,4.774306,3.0382616519928,1.54138314723969
Anger,5.579644,5.432644,4.82708,4.912046,3.28812003135681,1.29275453090668
Anger,4.966503,4.854552,7.258913,8.437809,6.92903757095337,2.81716465950012
Anger,5.205769,4.883585,5.31444,6.13081,4.0851001739502,2.29005837440491
Anger,5.909928,5.838704,5.224722,5.472325,4,1.70081388950348
Anger,5.971143,5.822198,4.79407,4.705492,3.41768288612366,1.16741049289703
Anger,6.627647,6.871079,6.069732,6.153622,5.30802202224731,1.12454056739807
Anger,5.161744,5.170327,4.898385,4.943961,2.51747751235962,2.00029730796814
Anger,5.236357,5.176843,4.821855,4.548809,3.46183037757874,0.952819585800171
Anger,6.013865,6.866816,7.604704,7.126257,6.61474609375,2.99480748176575
Anger,4.84418,6.120136,4.297519,3.645347,2.72422623634338,0.663610875606537
Anger,5.856247,5.57633,4.680002,4.581771,3.61087250709534,0.933809399604797
Anger,5.60778,5.238813,3.773515,4.158763,2.62273049354553,0.586206912994385
Anger,5.587403,5.490544,4.325011,5.13985,3.59700727462769,0.621550321578979
Anger,6.352735,5.854589,5.076656,5.494004,3.5581841468811,1.99324703216553
Anger,5.192473,5.577083,7.698115,7.596114,6.75205707550049,2.00693249702454
Anger,6.631546,5.956619,4.8788,4.731736,3.75885081291199,0.715061008930206
Anger,5.881824,6.508115,6.555188,6.487255,4.23692798614502,3.11986613273621
Anger,5.923999,6.183318,4.62763,4.852721,3.49756908416748,0.694603621959686
Anger,5.229342,4.87269,4.363993,4.509801,2.68237829208374,0.9347323179245
Anger,5.802306,5.634445,5.081209,5.412817,4.02050304412842,1.79381656646729
Anger,5.828396,5.540337,5.851351,6.024538,4.18019723892212,2.18361306190491
Anger,6.127548,6.109925,5.598571,5.868217,4.34829759597778,1.61721503734589
Anger,6.666132,5.99907,4.253011,4.792939,3.15220665931702,0.997612416744232
